term,business,entertainment,politics,df,idf,TFIDF_business,TFIDF_entertainment,TFIDF_politics
wick,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
salam,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
underexposur,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
exgirlfriend,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
motley,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
crue,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
storylin,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
holbi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
preshow,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
breadlin,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
byrn,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
topsi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
turvi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
ecstat,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
lone,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
mathieson,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
garner,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
gemma,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
inauthent,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
cutoff,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
weird,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
pigeonhol,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
categoris,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
lenni,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bracket,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
banner,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
crap,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
filthi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
grang,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
extravaganza,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
brood,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
trailer,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
blooper,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
gil,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
dudley,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
flanim,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
nesbit,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
stopmot,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
repackag,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
clanger,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
abat,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
tabbi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
abysm,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bod,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
mule,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
atkinson,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
noggin,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
nog,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
rainbow,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
frothi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
blackground,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
overload,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
goodfella,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
unforgiven,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
backstag,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
patti,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
doll,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
reunion,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
eyebal,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
vest,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
gump,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
ghost,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
armand,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
armistead,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
eleg,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
iri,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hyland,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
weston,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
unbeat,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
adler,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
thumbsuck,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hustl,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
claudia,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
vaughn,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
biz,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hobbi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
mansion,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
fawcett,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bug,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
boycott,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
sillerman,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
cfx,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
noncommerci,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bethan,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
sara,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
stalwart,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
aretha,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
marijuana,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bodyguard,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
slayer,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
whedon,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
seren,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
overthrow,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
antireligios,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
subtl,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
nonu,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
playschool,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
preschool,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
explicit,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
soulsing,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
gutsi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
prizefight,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
gym,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
farc,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
sleaz,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
keda,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
ti,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
pedro,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
almodovar,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
mcburney,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
creepi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
snyder,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bestpictur,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
pistol,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
samurai,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
highestgross,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
blindingli,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
ive,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
supergroup,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
crimson,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
mott,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hoopl,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
marcello,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
scala,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
manon,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
cello,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
lausann,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
conservatori,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
gino,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
marinuzzi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
verdi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
ariadn,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
naxo,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
roi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
giacomo,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
puccini,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bohem,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
froment,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
halevi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
juiv,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
giampaolo,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
vianello,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
superintend,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
joyou,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
rebirth,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bellini,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
norma,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bud,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
lili,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
honourari,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bestpaid,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bellami,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
gatekeep,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
denzel,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
acrimoni,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
warmup,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
dartford,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
raimi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
overton,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
partridg,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
renni,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
ep,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
jackal,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
pavilion,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
poulton,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
mcfeeley,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
perci,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
sledg,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hynd,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
stool,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
salaam,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
intuit,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
underf,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bestlov,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
fairbank,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
guernsey,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
pantomim,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
pointon,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
jill,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
frankenheim,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
merrin,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
pornograph,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
raphael,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
gameshow,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
toothbrush,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
brows,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
detakat,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hellewel,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
winterbottom,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
titchmarsh,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
conleth,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hytner,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
gielgud,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
othello,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
macbeth,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
donmar,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
rambert,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
sadler,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
od,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
mycokemusiccom,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
clau,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
eightyearold,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
donna,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
cutler,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
melancholi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
stairway,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
gem,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
tent,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
artistri,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
yearwood,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
amateur,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
mcclelland,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
supergrass,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
saxophon,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
goodman,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
handwritten,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
dizzi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
tufnel,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
akon,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
futurehead,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
christi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
craphous,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
arthous,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
backtoback,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
fraca,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
pope,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hourlong,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bonham,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
premast,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
thorn,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
asssav,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
crisper,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
youssou,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
dour,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
diego,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
abdellatif,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
recommiss,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
brookstein,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
cullumpton,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
jocelyn,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
stoker,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
greenberg,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
musicalcomedi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
alfi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
deadwood,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hatcher,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
russ,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
dolin,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
jool,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
sebold,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
madeley,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
lesser,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
gretchen,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hernandez,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
luther,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
redmond,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hayden,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
vc,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
antigun,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
glamoris,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
jama,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
wilbur,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
overr,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
thrash,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
cheesi,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
mediocr,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
ensler,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
narcot,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
jameson,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bon,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
hellblaz,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
winetast,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
digney,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bedsid,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
chalfont,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bedroom,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
stalker,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
pearl,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
necklac,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
sapphir,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
fergu,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
riddel,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
outsel,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
miyagishima,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
rateat,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
aitken,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
lighthead,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bjorn,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
ulvaeu,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
telethon,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
roosevelt,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
grazer,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
denis,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
sacha,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
profan,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
nebraska,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
antibush,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
torrenti,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
fogarti,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
calder,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
robinov,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
tu,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
tambien,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
csini,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
darcey,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bussel,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
trew,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
traumat,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
robbin,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
siriu,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
citadel,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bandstand,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
tarrant,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
kitchen,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
moviemak,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
impract,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
opal,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
bakersfield,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
mmf,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
fallow,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
palookavil,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
masochist,2,0,0,1,0.47712125471966244,0.9542425094393249,0.0,0.0
elect,1,670,52,3,0.0,0.0,0.0,0.0
dem,1,180,0,2,0.17609125905568124,0.17609125905568124,31.69642663002262,0.0
eu,1,155,95,3,0.0,0.0,0.0,0.0
gordon,1,107,16,3,0.0,0.0,0.0,0.0
insist,1,102,22,3,0.0,0.0,0.0,0.0
economi,1,91,383,3,0.0,0.0,0.0,0.0
econom,1,87,334,3,0.0,0.0,0.0,0.0
wage,1,70,16,3,0.0,0.0,0.0,0.0
worker,1,67,71,3,0.0,0.0,0.0,0.0
elector,1,62,0,2,0.17609125905568124,0.17609125905568124,10.917658061452236,0.0
senior,1,59,46,3,0.0,0.0,0.0,0.0
resign,1,59,18,3,0.0,0.0,0.0,0.0
oppos,1,59,13,3,0.0,0.0,0.0,0.0
duti,1,54,10,3,0.0,0.0,0.0,0.0
assembl,1,54,3,3,0.0,0.0,0.0,0.0
debt,1,46,140,3,0.0,0.0,0.0,0.0
poverti,1,45,28,3,0.0,0.0,0.0,0.0
detain,1,45,3,3,0.0,0.0,0.0,0.0
forsyth,1,42,0,2,0.17609125905568124,0.17609125905568124,7.395832880338612,0.0
welsh,1,36,1,3,0.0,0.0,0.0,0.0
telephon,1,35,10,3,0.0,0.0,0.0,0.0
applic,1,34,8,3,0.0,0.0,0.0,0.0
patient,1,33,14,3,0.0,0.0,0.0,0.0
alli,1,31,13,3,0.0,0.0,0.0,0.0
falcon,1,29,2,3,0.0,0.0,0.0,0.0
afford,1,28,9,3,0.0,0.0,0.0,0.0
democraci,1,28,1,3,0.0,0.0,0.0,0.0
effici,1,27,15,3,0.0,0.0,0.0,0.0
enforc,1,27,13,3,0.0,0.0,0.0,0.0
judgement,1,25,3,3,0.0,0.0,0.0,0.0
militari,1,24,17,3,0.0,0.0,0.0,0.0
hagu,1,24,1,3,0.0,0.0,0.0,0.0
environment,1,22,22,3,0.0,0.0,0.0,0.0
conflict,1,22,15,3,0.0,0.0,0.0,0.0
discrimin,1,22,7,3,0.0,0.0,0.0,0.0
fraud,1,21,86,3,0.0,0.0,0.0,0.0
fundament,1,21,7,3,0.0,0.0,0.0,0.0
frost,1,21,7,3,0.0,0.0,0.0,0.0
dealt,1,21,3,3,0.0,0.0,0.0,0.0
houston,1,20,16,3,0.0,0.0,0.0,0.0
prosper,1,20,4,3,0.0,0.0,0.0,0.0
matern,1,20,0,2,0.17609125905568124,0.17609125905568124,3.5218251811136247,0.0
balanc,1,19,26,3,0.0,0.0,0.0,0.0
recommend,1,19,13,3,0.0,0.0,0.0,0.0
sensibl,1,19,6,3,0.0,0.0,0.0,0.0
bay,1,19,6,3,0.0,0.0,0.0,0.0
suspicion,1,19,5,3,0.0,0.0,0.0,0.0
circumst,1,19,4,3,0.0,0.0,0.0,0.0
telegraph,1,18,15,3,0.0,0.0,0.0,0.0
ken,1,18,7,3,0.0,0.0,0.0,0.0
belief,1,18,4,3,0.0,0.0,0.0,0.0
membership,1,17,11,3,0.0,0.0,0.0,0.0
introduct,1,17,6,3,0.0,0.0,0.0,0.0
sack,1,17,6,3,0.0,0.0,0.0,0.0
fish,1,17,6,3,0.0,0.0,0.0,0.0
mock,1,17,0,2,0.17609125905568124,0.17609125905568124,2.993551403946581,0.0
